qid,P31,Lpt-br,Dpt-br,Den,P571,qal1319,qal1326,P17,P1259,qal2044,qal7787,qal8208,P170,P186,P195,P217,P2079,P4036,P2049,P2048,P7835
Q65620155,Q125191,"Vista da Praia de Botafogo, tomada do Morro da Viúva",Fotografia de Anônimo,Photograph by Anônimo,1907-01-01T00:00:00Z/8,1902-01-01T00:00:00Z/9,1912-01-01T00:00:00Z/9,Q155,@-22.942585/-43.176129,15.91U11573,-123.01U28390,94.24U28390,Q4233718,Q11472,Q71989864,001AN01001001,Q172984,50.0U28390,10.5U174728,7.8U174728,79093
Q65620156,Q125191,Vista da praia de Botafogo,Fotografia de Anônimo,Photograph by Anônimo,1907-01-01T00:00:00Z/9,,,Q155,@-22.941868/-43.175128,54.9U11573,-108.06U28390,93.28U28390,Q4233718,Q11472,Q71989864,001AN01001002,Q172984,38.2U28390,10.5U174728,7.8U174728,79152
Q65620157,Q125191,"Vista da Praia de Botafogo, com o Morro do Corcovado à direita",Fotografia de Anônimo,Photograph by Anônimo,1907-01-01T00:00:00Z/8,1902-01-01T00:00:00Z/9,1912-01-01T00:00:00Z/9,Q155,@-22.942577/-43.175772,52.5U11573,-122.38U28390,89.83U28390,Q4233718,Q11472,Q71989864,001AN01001003,Q172984,39.4U28390,10.5U174728,8.0U174728,79094
Q97772883,Q125191,Vista para a Baía de Guanabara,Fotografia de Anônimo,Photograph by Anônimo,1907-01-01T00:00:00Z/8,1902-01-01T00:00:00Z/9,1912-01-01T00:00:00Z/9,Q155,@-22.942098/-43.175505,54.53U11573,17.97U28390,91.43U28390,Q4233718,Q11472,Q71989864,001AN01001004,Q172984,60.0U28390,10.5U174728,8.0U174728,79095
Q97772884,Q125191,"Vista do Pico do Corcovado, ainda com o mirante Chapéu de Sol",Fotografia de Anônimo,Photograph by Anônimo,1907-01-01T00:00:00Z/8,1902-01-01T00:00:00Z/9,1912-01-01T00:00:00Z/9,Q155,@-22.952237/-43.226134,509.06U11573,81.55U28390,88.21U28390,Q4233718,Q11472,Q71989864,001AN01001006,Q172984,36.8U28390,10.1U174728,7.4U174728,79096
Q65620160,Q125191,"Praia de Copacabana, com vista do Pão de Açúcar",Fotografia de Anônimo,Photograph by Anônimo,1907-01-01T00:00:00Z/8,1902-01-01T00:00:00Z/9,1912-01-01T00:00:00Z/9,Q155,@-22.984602/-43.189941,8.62U11573,32.65U28390,93.16U28390,Q4233718,Q11472,Q71989864,001AN01001007,Q172984,35.6U28390,10.5U174728,8.0U174728,80340
Q65620161,Q125191,"Praia de Ipanema, com vista do Morro Dois Irmãos e da Pedra da Gávea",Fotografia de Anônimo,Photograph by Anônimo,1907-01-01T00:00:00Z/8,1902-01-01T00:00:00Z/9,1912-01-01T00:00:00Z/9,Q155,@-22.989663/-43.191102,10.85U11573,-89.69U28390,85.98U28390,Q4233718,Q11472,Q71989864,001AN01001008,Q172984,47.0U28390,10.3U174728,7.4U174728,80341
,Q125191,Mulher e criança na praia de Copacabana,Fotografia de Anônimo,Photograph by Anônimo,1907-06-01T00:00:00Z/10,,,Q155,@-22.974209/-43.186098,10.55U11573,-107.67U28390,91.47U28390,Q4233718,Q11472,Q71989864,001AN01001009,Q172984,27.6U28390,10.5U174728,8.0U174728,80342
,Q125191,Praia de Copacabana,Fotografia de Anônimo,Photograph by Anônimo,1907-01-01T00:00:00Z/8,1902-01-01T00:00:00Z/9,1912-01-01T00:00:00Z/9,Q155,@-22.985874/-43.188397,9.35U11573,-7.85U28390,94.92U28390,Q4233718,Q11472,Q71989864,001AN01001010,Q172984,40.0U28390,10.5U174728,8.0U174728,80343
Q65620162,Q125191,"Praia de Ipanema, com Morro Dois Irmãos ao fundo",Fotografia de Anônimo,Photograph by Anônimo,1907-01-01T00:00:00Z/8,1902-01-01T00:00:00Z/9,1912-01-01T00:00:00Z/9,Q155,@-22.990921/-43.191363,6.61U11573,-95.14U28390,88.57U28390,Q4233718,Q11472,Q71989864,001AN01001011,Q172984,36.4U28390,10.5U174728,8.0U174728,80344
,Q125191,Campo de Santana,Fotografia de Anônimo,Photograph by Anônimo,1907-01-01T00:00:00Z/8,1902-01-01T00:00:00Z/9,1912-01-01T00:00:00Z/9,Q155,@-22.907269/-43.187821,10.21U11573,111.8U28390,91.75U28390,Q4233718,Q11472,Q71989864,001AN01001018,Q172984,50.0U28390,10.5U174728,8.0U174728,80345
,Q125191,Campo de Santana,Fotografia de Anônimo,Photograph by Anônimo,1907-01-01T00:00:00Z/8,1902-01-01T00:00:00Z/9,1912-01-01T00:00:00Z/9,Q155,@-22.907649/-43.188592,9.18U11573,-143.95U28390,87.82U28390,Q4233718,Q11472,Q71989864,001AN01001019,Q172984,50.0U28390,10.5U174728,8.0U174728,80346
,Q125191,Campo de Santana,Fotografia de Anônimo,Photograph by Anônimo,1907-01-01T00:00:00Z/8,1902-01-01T00:00:00Z/9,1912-01-01T00:00:00Z/9,Q155,@-22.907167/-43.187645,11.15U11573,-150.66U28390,87.4U28390,Q4233718,Q11472,Q71989864,001AN01001020,Q172984,50.0U28390,10.5U174728,8.0U174728,80347
Q97772885,Q125191,Pedra da Gávea vista da Tijuca,Fotografia de Anônimo,Photograph by Anônimo,1907-01-01T00:00:00Z/8,1902-01-01T00:00:00Z/9,1912-01-01T00:00:00Z/9,Q155,@-22.969184/-43.258827,493.8U11573,-137.79U28390,90.3U28390,Q4233718,Q11472,Q71989864,001AN01001026,Q172984,45.0U28390,10.5U174728,8.0U174728,79097
,Q125191,"Serra da Tijuca, atual Estrada Redentor",Fotografia de Anônimo,Photograph by Anônimo,1907-01-01T00:00:00Z/8,1902-01-01T00:00:00Z/9,1912-01-01T00:00:00Z/9,Q155,@-22.958202/-43.257356,541.79U11573,-71.42U28390,92.94U28390,Q4233718,Q11472,Q71989864,001AN01001027,Q172984,36.6U28390,10.5U174728,8.0U174728,80348
,Q125191,Serra da Tijuca vista do Sumaré,Fotografia de Anônimo,Photograph by Anônimo,1907-01-01T00:00:00Z/8,1902-01-01T00:00:00Z/9,1912-01-01T00:00:00Z/9,Q155,@-22.931053/-43.222531,14.34U11573,-107.22U28390,89.59U28390,Q4233718,Q11472,Q71989864,001AN01001029,Q172984,37.0U28390,10.5U174728,8.0U174728,80349
,Q125191,Palmeiras Imperiais na Rua Paissandu,Fotografia de Anônimo,Photograph by Anônimo,1907-01-01T00:00:00Z/8,1902-01-01T00:00:00Z/9,1912-01-01T00:00:00Z/9,Q155,@-22.934861/-43.178359,8.23U11573,-123.39U28390,99.5U28390,Q4233718,Q11472,Q71989864,001AN01001031,Q172984,35.4U28390,10.5U174728,8.0U174728,80351
Q65621334,Q125191,"Vista da Praia de Botafogo, ao fundo o Morro do Corcovado e a Pedra da Gávea",Fotografia de Anônimo,Photograph by Anônimo,1907-01-01T00:00:00Z/8,1902-01-01T00:00:00Z/9,1912-01-01T00:00:00Z/9,Q155,@-22.94219/-43.175752,56.72U11573,-116.16U28390,91.99U28390,Q4233718,Q11472,Q71989864,001AN01002001,Q172984,28.0U28390,9.8U174728,7.3U174728,80352
Q65621335,Q125191,"Vista da Praia de Botafogo, ao fundo o Morro do Corcovado",Fotografia de Anônimo,Photograph by Anônimo,1907-01-01T00:00:00Z/8,1902-01-01T00:00:00Z/9,1912-01-01T00:00:00Z/9,Q155,@-22.942167/-43.175762,55.68U11573,-94.69U28390,90.49U28390,Q4233718,Q11472,Q71989864,001AN01002002,Q172984,27.4U28390,9.8U174728,7.3U174728,80353
Q65621336,Q125191,Vista da Enseada de Botafogo e de parte da avenida Beira-Mar,Fotografia de Anônimo,Photograph by Anônimo,1907-01-01T00:00:00Z/8,1902-01-01T00:00:00Z/9,1912-01-01T00:00:00Z/9,Q155,@-22.942239/-43.175852,46.98U11573,-82.89U28390,93.1U28390,Q4233718,Q11472,Q71989864,001AN01002003,Q172984,45.8U28390,9.8U174728,7.3U174728,80354
,Q125191,Bairro das Laranjeiras visto de Santa Teresa,Fotografia de Anônimo,Photograph by Anônimo,1907-01-01T00:00:00Z/8,1902-01-01T00:00:00Z/9,1912-01-01T00:00:00Z/9,Q155,@-22.9351/-43.194037,74.49U11573,98.87U28390,91.12U28390,Q4233718,Q11472,Q71989864,001AN01002004,Q172984,44.8U28390,9.8U174728,7.3U174728,80355
,Q125191,"Vista do bairro de Laranjeiras, com o Pão de Açúcar à esquerda",Fotografia de Anônimo,Photograph by Anônimo,1907-01-01T00:00:00Z/8,1902-01-01T00:00:00Z/9,1912-01-01T00:00:00Z/9,Q155,@-22.934924/-43.194117,82.21U11573,116.41U28390,89.65U28390,Q4233718,Q11472,Q71989864,001AN01002005,Q172984,44.8U28390,9.8U174728,7.3U174728,80356
Q65620166,Q125191,Bairro do Catete visto de Santa Teresa,Fotografia de Anônimo,Photograph by Anônimo,1907-01-01T00:00:00Z/8,1902-01-01T00:00:00Z/9,1912-01-01T00:00:00Z/9,Q155,@-22.922934/-43.190464,177.85U11573,92.73U28390,88.46U28390,Q4233718,Q11472,Q71989864,001AN01002006,Q172984,46.8U28390,9.8U174728,7.3U174728,80357
Q65620372,Q125191,"Glória, Palácio Monroe e Passeio Público, a partir do centro",Fotografia de Anônimo,Photograph by Anônimo,1911-01-01T00:00:00Z/8,1906-01-01T00:00:00Z/9,1916-01-01T00:00:00Z/9,Q155,@-22.910813/-43.174476,61.38U11573,-162.66U28390,88.12U28390,Q4233718,Q11472,Q71989864,001AN01002007,Q172984,46.8U28390,9.8U174728,7.3U174728,80358
,Q125191,"Avenida Central, vendo-se o prédio do Supremo Tribunal Federal, Palácio Monroe e o Passeio Público",Fotografia de Anônimo,Photograph by Anônimo,1905-01-01T00:00:00Z/8,1905-01-01T00:00:00Z/9,1909-01-01T00:00:00Z/9,Q155,@-22.909385/-43.17418,57.72U11573,-137.37U28390,87.11U28390,Q4233718,Q11472,Q71989864,001AN01002008,Q172984,45.6U28390,9.8U174728,7.3U174728,80359
Q65620168,Q125191,Vista da Avenida Beira-Mar a partir da Glória,Fotografia de Anônimo,Photograph by Anônimo,1907-01-01T00:00:00Z/8,1912-01-01T00:00:00Z/9,1922-01-01T00:00:00Z/9,Q155,@-22.921605/-43.180977,94.25U11573,95.18U28390,88.23U28390,Q4233718,Q11472,Q71989864,001AN01002010,Q172984,39.2U28390,9.8U174728,7.3U174728,80361
,Q125191,Bairro de Santa Teresa com o Castelinho do Valentim ao fundo,Fotografia de Anônimo,Photograph by Anônimo,1911-01-01T00:00:00Z/8,1906-01-01T00:00:00Z/9,1916-01-01T00:00:00Z/9,Q155,@-22.92284/-43.188174,120.0U11573,-142.77U28390,94.29U28390,Q4233718,Q11472,Q71989864,001AN01002011,Q172984,50.0U28390,9.8U174728,7.3U174728,80362
,Q125191,Bairro de Santa Teresa com o Castelinho do Valentim ao fundo,Fotografia de Anônimo,Photograph by Anônimo,1911-01-01T00:00:00Z/8,1902-01-01T00:00:00Z/9,1912-01-01T00:00:00Z/9,Q155,@-22.922842000000006/-43.188171,118.69U11573,-138.84U28390,96.66U28390,Q4233718,Q11472,Q71989864,001AN01002012,Q172984,50.0U28390,9.8U174728,7.3U174728,80363
,Q125191,"Santa Teresa, com a Estação do Curvelo ao fundo",Fotografia de Anônimo,Photograph by Anônimo,1911-01-01T00:00:00Z/8,1906-01-01T00:00:00Z/9,1916-01-01T00:00:00Z/9,Q155,@-22.926373/-43.18693,256.87U11573,85.71U28390,87.61U28390,Q4233718,Q11472,Q71989864,001AN01002013,Q172984,44.8U28390,9.8U174728,7.3U174728,80364
,Q125191,Bairro de Santa Teresa,Fotografia de Anônimo,Photograph by Anônimo,1911-01-01T00:00:00Z/8,1906-01-01T00:00:00Z/9,1916-01-01T00:00:00Z/9,Q155,@-22.919377/-43.182591,102.98U11573,46.36U28390,89.27U28390,Q4233718,Q11472,Q71989864,001AN01002014,Q172984,39.8U28390,9.8U174728,7.3U174728,80365
,Q125191,"Vista da praça XV e região central, a partir da Baía de Guanabara",Fotografia de Anônimo,Photograph by Anônimo,1911-01-01T00:00:00Z/8,1906-01-01T00:00:00Z/9,1916-01-01T00:00:00Z/9,Q155,@-22.898523/-43.168169,13.01U11573,-133.51U28390,92.98U28390,Q4233718,Q11472,Q71989864,001AN01002015,Q172984,37.8U28390,9.8U174728,7.3U174728,80366
Q65620170,Q125191,"Vista da enseada de Botafogo, com Copacabana ao fundo, a partir do Mirante Dona Marta",Fotografia de Anônimo,Photograph by Anônimo,1911-01-01T00:00:00Z/8,1906-01-01T00:00:00Z/9,1916-01-01T00:00:00Z/9,Q155,@-22.944909/-43.196439,375.88U11573,172.56U28390,86.07U28390,Q4233718,Q11472,Q71989864,001AN01002016,Q172984,34.8U28390,9.8U174728,7.3U174728,80367
,Q125191,Vista do Pão de Açúcar a partir de Santa Teresa,Fotografia de Anônimo,Photograph by Anônimo,1911-01-01T00:00:00Z/8,1906-01-01T00:00:00Z/9,1916-01-01T00:00:00Z/9,Q155,@-22.935414/-43.204445,272.72U11573,113.01U28390,89.38U28390,Q4233718,Q11472,Q71989864,001AN01002018,Q172984,38.6U28390,9.8U174728,7.3U174728,80369
Q65620171,Q125191,Enseada de Botafogo a partir do Morro da Viúva,Fotografia de Anônimo,Photograph by Anônimo,1911-01-01T00:00:00Z/8,1906-01-01T00:00:00Z/9,1916-01-01T00:00:00Z/9,Q155,@-22.942394/-43.17550900000001,61.89U11573,102.17U28390,85.99U28390,Q4233718,Q11472,Q71989864,001AN01002019,Q172984,45.4U28390,9.8U174728,7.3U174728,80370
,Q125191,Vista do Pão de Açúcar a partir da enseada de Botafogo,Fotografia de Anônimo,Photograph by Anônimo,1911-01-01T00:00:00Z/8,1906-01-01T00:00:00Z/9,1916-01-01T00:00:00Z/9,Q155,@-22.9469/-43.182141,7.22U11573,97.51U28390,93.61U28390,Q4233718,Q11472,Q71989864,001AN01002020,Q172984,37.2U28390,9.8U174728,7.3U174728,80371
,Q125191,Vista do Pão de Açúcar,Fotografia de Anônimo,Photograph by Anônimo,1911-01-01T00:00:00Z/8,1906-01-01T00:00:00Z/9,1916-01-01T00:00:00Z/9,Q155,@-22.950946/-43.144135,5.89U11573,-82.46U28390,98.18U28390,Q4233718,Q11472,Q71989864,001AN01002021,Q172984,39.6U28390,9.8U174728,7.3U174728,80372
,Q125191,Vista da Baía de Guanabara a partir de Niterói,Fotografia de Anônimo,Photograph by Anônimo,1911-01-01T00:00:00Z/8,1906-01-01T00:00:00Z/9,1916-01-01T00:00:00Z/9,Q155,@-22.956508/-43.12694000000001,14.55U11573,-87.09U28390,91.32U28390,Q4233718,Q11472,Q71989864,001AN01002022,Q172984,39.4U28390,9.8U174728,7.3U174728,80373
,Q125191,"Embarcações na Baía de Guanabara, Pão de Açúcar ao fundo",Fotografia de Anônimo,Photograph by Anônimo,1911-01-01T00:00:00Z/8,1906-01-01T00:00:00Z/9,1916-01-01T00:00:00Z/9,Q155,@-22.902161/-43.165899,55.56U11573,179.94U28390,90.91U28390,Q4233718,Q11472,Q71989864,001AN01002023,Q172984,40.4U28390,9.8U174728,7.3U174728,80374
,Q125191,Rochas na praia de Ipanema,Fotografia de Anônimo,Photograph by Anônimo,1911-01-01T00:00:00Z/8,1906-01-01T00:00:00Z/9,1916-01-01T00:00:00Z/9,Q155,@-22.989265/-43.190291,7.05U11573,-96.46U28390,94.78U28390,Q4233718,Q11472,Q71989864,001AN01002025,Q172984,27.8U28390,9.8U174728,7.3U174728,80375
,Q125191,Pedra da Gávea a partir de São Conrado,Fotografia de Anônimo,Photograph by Anônimo,1911-01-01T00:00:00Z/8,1906-01-01T00:00:00Z/9,1916-01-01T00:00:00Z/9,Q155,@-22.986281/-43.277597,531.54U11573,-143.66U28390,86.83U28390,Q4233718,Q11472,Q71989864,001AN01002026,Q172984,40.6U28390,9.8U174728,7.3U174728,80376
,Q125191,Pedra da Gávea a partir do Alto da Boa Vista,Fotografia de Anônimo,Photograph by Anônimo,1911-01-01T00:00:00Z/8,1906-01-01T00:00:00Z/9,1916-01-01T00:00:00Z/9,Q155,@-22.969703/-43.259117,499.73U11573,-137.95U28390,90.26U28390,Q4233718,Q11472,Q71989864,001AN01002027,Q172984,26.4U28390,9.8U174728,7.3U174728,80377
,Q125191,Morro do Corcovado a partir da Gávea,Fotografia de Anônimo,Photograph by Anônimo,1911-01-01T00:00:00Z/8,1906-01-01T00:00:00Z/9,1916-01-01T00:00:00Z/9,Q155,@-22.978924/-43.23919,163.11U11573,42.71U28390,94.0U28390,Q4233718,Q11472,Q71989864,001AN01002028,Q172984,40.6U28390,9.8U174728,7.3U174728,80378
,Q125191,Vista do morro do Corcovado a partir de Laranjeiras,Fotografia de Anônimo,Photograph by Anônimo,1911-01-01T00:00:00Z/8,1906-01-01T00:00:00Z/9,1916-01-01T00:00:00Z/9,Q155,@-22.935973/-43.195096,115.32U11573,-135.44U28390,94.89U28390,Q4233718,Q11472,Q71989864,001AN01002029,Q172984,36.2U28390,9.8U174728,7.3U174728,80379
,Q125191,Morro do Corcovado visto de Santa Teresa,Fotografia de Anônimo,Photograph by Anônimo,1911-01-01T00:00:00Z/8,1906-01-01T00:00:00Z/9,1916-01-01T00:00:00Z/9,Q155,@-22.935163/-43.200357,173.03U11573,-153.37U28390,94.58U28390,Q4233718,Q11472,Q71989864,001AN01002030,Q172984,29.2U28390,9.8U174728,7.3U174728,80380
,Q125191,Morro do Corcovado a partir do Mirante Dona Marta,Fotografia de Anônimo,Photograph by Anônimo,1911-01-01T00:00:00Z/8,1906-01-01T00:00:00Z/9,1916-01-01T00:00:00Z/9,Q155,@-22.94501/-43.196381,368.85U11573,-110.19U28390,89.14U28390,Q4233718,Q11472,Q71989864,001AN01002031,Q172984,35.0U28390,9.8U174728,7.3U174728,80381
,Q125191,Serra da Tijuca vista do Sumaré,Fotografia de Anônimo,Photograph by Anônimo,1911-01-01T00:00:00Z/8,1906-01-01T00:00:00Z/9,1916-01-01T00:00:00Z/9,Q155,@-22.930899/-43.222458,311.41U11573,-107.21U28390,89.61U28390,Q4233718,Q11472,Q71989864,001AN01002032,Q172984,36.4U28390,9.8U174728,7.3U174728,80382
Q65620172,Q125191,Rochas na Avenida Niemeyer,Fotografia de Anônimo,Photograph by Anônimo,1911-01-01T00:00:00Z/8,1906-01-01T00:00:00Z/9,1916-01-01T00:00:00Z/9,Q155,@-22.999999/-43.240959,39.68U11573,-99.35U28390,89.23U28390,Q4233718,Q11472,Q71989864,001AN01002034,Q172984,25.0U28390,9.8U174728,7.3U174728,80383
,Q125191,Avenida Niemeyer,Fotografia de Anônimo,Photograph by Anônimo,1907-01-01T00:00:00Z/8,1902-01-01T00:00:00Z/9,1912-01-01T00:00:00Z/9,Q155,@-23.000671/-43.244824,39.84U11573,-96.03U28390,92.04U28390,Q4233718,Q11472,Q71989864,001AN01002035,Q172984,45.0U28390,9.8U174728,7.3U174728,80384
,Q125191,Rua Gonçalves Dias em obras,Fotografia de Anônimo,Photograph by Anônimo,1911-01-01T00:00:00Z/8,1906-01-01T00:00:00Z/9,1916-01-01T00:00:00Z/9,Q155,@-22.904427/-43.179104,8.95U11573,161.75U28390,79.62U28390,Q4233718,Q11472,Q71989864,001AN01002038,Q172984,50.0U28390,9.8U174728,7.3U174728,80385
Q65620173,Q125191,Rua Primeiro de Março,Fotografia de Anônimo,Photograph by Anônimo,1911-01-01T00:00:00Z/8,1906-01-01T00:00:00Z/9,1916-01-01T00:00:00Z/9,Q155,@-22.903544/-43.174484,20.83U11573,-64.36U28390,92.05U28390,Q4233718,Q11472,Q71989864,001AN01002039,Q172984,31.0U28390,9.8U174728,7.3U174728,80386
,Q125191,Edifício na Avenida Central,Fotografia de Anônimo,Photograph by Anônimo,1911-01-01T00:00:00Z/8,1906-01-01T00:00:00Z/9,1916-01-01T00:00:00Z/9,Q155,@-22.901413/-43.17915900000001,8.16U11573,117.46U28390,108.11U28390,Q4233718,Q11472,Q71989864,001AN01002040,Q172984,50.0U28390,9.8U174728,7.3U174728,80387
,Q125191,Fachada de edifício na Avenida Central,Fotografia de Anônimo,Photograph by Anônimo,1911-01-01T00:00:00Z/8,1906-01-01T00:00:00Z/9,1916-01-01T00:00:00Z/9,Q155,@-22.901429/-43.179181,1.49U11573,115.81U28390,104.15U28390,Q4233718,Q11472,Q71989864,001AN01002041,Q172984,39.8U28390,9.8U174728,7.3U174728,80388
,Q125191,"Cômoro Frei Leandro ou Casa dos Cedros, no Jardim Botânico",Fotografia de Anônimo,Photograph by Anônimo,1907-01-01T00:00:00Z/8,1902-01-01T00:00:00Z/9,1912-01-01T00:00:00Z/9,Q155,@-22.968691/-43.22496,11.35U11573,49.62U28390,95.88U28390,Q4233718,Q11472,Q71989864,001AN01002045,Q172984,42.6U28390,9.8U174728,7.3U174728,80389
,Q125191,Caixa Velha da Tijuca,Fotografia de Anônimo,Photograph by Anônimo,1907-01-01T00:00:00Z/8,1902-01-01T00:00:00Z/9,1912-01-01T00:00:00Z/9,Q155,@-22.955652/-43.265921,216.81U11573,36.65U28390,87.08U28390,Q4233718,Q11472,Q71989864,001AN01002047,Q172984,50.0U28390,9.8U174728,7.3U174728,80390
,Q125191,"Caixa Velha da Tijuca, mulher posa para foto",Fotografia de Anônimo,Photograph by Anônimo,1907-01-01T00:00:00Z/8,1902-01-01T00:00:00Z/9,1912-01-01T00:00:00Z/9,Q155,@-22.955548/-43.265638,220.71U11573,-107.97U28390,92.3U28390,Q4233718,Q11472,Q71989864,001AN01002048,Q172984,50.0U28390,9.8U174728,7.3U174728,80391
Q97772886,Q125191,Monumento à D. Pedro I,Fotografia de Anônimo,Photograph by Anônimo,1907-01-01T00:00:00Z/8,1902-01-01T00:00:00Z/9,1912-01-01T00:00:00Z/9,Q155,@-22.906842/-43.18321,10.54U11573,106.49U28390,91.77U28390,Q4233718,Q11472,Q71989864,001AN01002049,Q172984,44.8U28390,9.8U174728,7.3U174728,79098
,Q125191,Estátua equestre de D. Pedro I,Fotografia de Anônimo,Photograph by Anônimo,1907-01-01T00:00:00Z/8,1902-01-01T00:00:00Z/9,1912-01-01T00:00:00Z/9,Q155,@-22.906717/-43.182634,9.22U11573,-144.31U28390,99.63U28390,Q4233718,Q11472,Q71989864,001AN01002050,Q172984,40.2U28390,9.8U174728,7.3U174728,80392
,Q125191,Monumento em homenagem a Duque de Caxias,Fotografia de Anônimo,Photograph by Anônimo,1907-01-01T00:00:00Z/8,1902-01-01T00:00:00Z/9,1912-01-01T00:00:00Z/9,Q155,@-22.930933/-43.17868,8.85U11573,1.88U28390,105.49U28390,Q4233718,Q11472,Q71989864,001AN01002051,Q172984,50.0U28390,9.8U174728,7.3U174728,80393
,Q125191,Igreja de Nossa Senhora da Glória e monumento em homenagem a Duque de Caxias,Fotografia de Anônimo,Photograph by Anônimo,1907-01-01T00:00:00Z/8,1902-01-01T00:00:00Z/9,1912-01-01T00:00:00Z/9,Q155,@-22.930726/-43.178303,9.73U11573,-106.18U28390,94.11U28390,Q4233718,Q11472,Q71989864,001AN01002052,Q172984,42.4U28390,9.8U174728,7.3U174728,80394
,Q125191,Chafariz do Mestre Valentim,Fotografia de Anônimo,Photograph by Anônimo,1907-01-01T00:00:00Z/8,1902-01-01T00:00:00Z/9,1912-01-01T00:00:00Z/9,Q155,@-22.902579/-43.173756,8.17U11573,-140.12U28390,105.3U28390,Q4233718,Q11472,Q71989864,001AN01002053,Q172984,50.0U28390,9.8U174728,7.3U174728,80395
,Q125191,Barricada na Praça XV de Novembro,Fotografia de Anônimo,Photograph by Anônimo,1907-01-01T00:00:00Z/8,1902-01-01T00:00:00Z/9,1912-01-01T00:00:00Z/9,Q155,@-22.901996/-43.17299600000001,7.6U11573,100.14U28390,91.46U28390,Q4233718,Q11472,Q71989864,001AN01002054,Q172984,51.0U28390,9.8U174728,7.3U174728,80396
,Q125191,"Oficiais e barricada na Praça XV Novembro, Ilha das Cobras ao fundo",Fotografia de Anônimo,Photograph by Anônimo,1907-01-01T00:00:00Z/8,1902-01-01T00:00:00Z/9,1912-01-01T00:00:00Z/9,Q155,@-22.902444/-43.17281,10.05U11573,3.84U28390,90.85U28390,Q4233718,Q11472,Q71989864,001AN01002055,Q172984,50.0U28390,9.8U174728,7.3U174728,80397
,Q125191,Canal do Mangue,Fotografia de Anônimo,Photograph by Anônimo,1907-01-01T00:00:00Z/8,1902-01-01T00:00:00Z/9,1912-01-01T00:00:00Z/9,Q155,@-22.910704/-43.208501,13.0U11573,83.32U28390,98.42U28390,Q4233718,Q11472,Q71989864,001AN01002056,Q172984,50.0U28390,9.8U174728,7.3U174728,80398
,Q125191,Ladeira da Glória,Fotografia de Anônimo,Photograph by Anônimo,1907-01-01T00:00:00Z/8,1902-01-01T00:00:00Z/9,1912-01-01T00:00:00Z/9,Q155,@-22.921825/-43.17527800000001,35.21U11573,178.64U28390,91.93U28390,Q4233718,Q11472,Q71989864,001AN01002057,Q172984,29.4U28390,9.8U174728,7.3U174728,80399
,Q125191,Ladeira da Glória,Fotografia de Anônimo,Photograph by Anônimo,1907-01-01T00:00:00Z/8,1902-01-01T00:00:00Z/9,1912-01-01T00:00:00Z/9,Q155,@-22.921355/-43.175751,24.49U11573,-145.37U28390,86.02U28390,Q4233718,Q11472,Q71989864,001AN01002059,Q172984,34.4U28390,9.8U174728,7.3U174728,80400
,Q125191,"Conselho Municipal, atual Palácio Pedro Ernesto",Fotografia de Anônimo,Photograph by Anônimo,1907-01-01T00:00:00Z/8,1902-01-01T00:00:00Z/9,1912-01-01T00:00:00Z/9,Q155,@-22.909612/-43.176282,9.78U11573,-152.93U28390,100.85U28390,Q4233718,Q11472,Q71989864,001AN01002060,Q172984,60.0U28390,9.8U174728,7.3U174728,80401
,Q125191,Ilha das Cobras,Fotografia de Anônimo,Photograph by Anônimo,1907-01-01T00:00:00Z/8,1902-01-01T00:00:00Z/9,1912-01-01T00:00:00Z/9,Q155,@-22.896853/-43.166873,19.11U11573,-80.9U28390,88.71U28390,Q4233718,Q11472,Q71989864,001AN01002074,Q172984,45.0U28390,9.8U174728,7.3U174728,80403
Q65621337,Q125191,Ilha das Cobras,Fotografia de Anônimo,Photograph by Anônimo,1907-01-01T00:00:00Z/8,1902-01-01T00:00:00Z/9,1912-01-01T00:00:00Z/9,Q155,@-22.896159/-43.166867,28.68U11573,-85.87U28390,88.38U28390,Q4233718,Q11472,Q71989864,001AN01002075,Q172984,50.0U28390,9.8U174728,7.3U174728,80404
,Q125191,Ilha das Cobras,Fotografia de Anônimo,Photograph by Anônimo,1907-01-01T00:00:00Z/8,1902-01-01T00:00:00Z/9,1912-01-01T00:00:00Z/9,Q155,@-22.897002/-43.16638,26.56U11573,-72.39U28390,86.1U28390,Q4233718,Q11472,Q71989864,001AN01002076,Q172984,45.0U28390,9.8U174728,7.3U174728,80405
,Q125191,Ilha das Cobras,Fotografia de Anônimo,Photograph by Anônimo,1907-01-01T00:00:00Z/8,1902-01-01T00:00:00Z/9,1912-01-01T00:00:00Z/9,Q155,@-22.896978/-43.166438,23.19U11573,-80.29U28390,88.27U28390,Q4233718,Q11472,Q71989864,001AN01002077,Q172984,28.2U28390,9.8U174728,7.3U174728,80406
